show_id,type,title,date_added,release_year,rating,duration
s1155,Movie,Ready to Run,12-Nov-19,2000,TV-G,89 min
s1156,Movie,Recess: All Growed Down,12-Nov-19,2003,G,61 min
s1157,Movie,Recess: School's Out,12-Nov-19,2001,G,87 min
s1158,Movie,Recess: Taking the 5th Grade,12-Nov-19,2003,G,63 min
s1159,Movie,Red's Dream,12-Nov-19,1987,TV-G,4 min
s1160,Movie,Remember the Titans,12-Nov-19,2000,PG,114 min
s1161,Movie,Rescue Dog,12-Nov-19,1947,TV-G,7 min
s1162,Movie,Return from Witch Mountain,12-Nov-19,1978,G,94 min
s1163,Movie,Return to Halloweentown,12-Nov-19,2006,TV-PG,89 min
s1164,Movie,Return to Oz,12-Nov-19,1985,PG,110 min
s1165,Movie,Richie Rich's Christmas Wish,12-Nov-19,1998,G,85 min
s1166,Movie,Right on Track,12-Nov-19,2003,TV-G,88 min
s1167,Movie,Riley’s First Date?,12-Nov-19,2015,G,8 min
s1168,Movie,Rip Girls,12-Nov-19,2000,TV-G,87 min
s1169,Movie,Robin Hood,12-Nov-19,1973,G,85 min
s1170,TV Show,Rocky Mountain Animal Rescue,12-Nov-19,2018,TV-PG,1 Season
s1171,Movie,Rogue One: A Star Wars Story,12-Nov-19,2016,PG-13,134 min
s1172,Movie,Roving Mars,12-Nov-19,2006,G,41 min
s1173,Movie,Ruby Bridges,12-Nov-19,1998,TV-PG,90 min
s1174,Movie,Sacred Planet,12-Nov-19,2004,G,47 min
s1175,Movie,Saludos Amigos,12-Nov-19,1943,TV-PG,42 min
s1176,Movie,"Sammy, The Way-Out Seal",12-Nov-19,1962,TV-G,43 min
s1177,Movie,Sanjay's Super Team,12-Nov-19,2015,PG,7 min
s1178,Movie,Santa Paws 2: The Santa Pups,12-Nov-19,2012,G,92 min
s1179,Movie,Santa's Workshop,12-Nov-19,1932,TV-G,7 min
s1180,Movie,Saving Mr. Banks,12-Nov-19,2013,PG-13,129 min
s1181,Movie,Science Fair,12-Nov-19,2018,PG,91 min
s1182,Movie,Sea of Hope: America's Underwater Treasures,12-Nov-19,2017,TV-PG,47 min
s1183,Movie,Secret of The Wings,12-Nov-19,2012,G,79 min
s1184,Movie,Secretariat,12-Nov-19,2010,PG,124 min
s1185,Movie,Secrets of Christ's Tomb: Explorer Special,12-Nov-19,2017,TV-PG,47 min
s1186,Movie,Secrets of Life,12-Nov-19,1956,TV-PG,70 min
s1187,Movie,Secrets of the King Cobra,12-Nov-19,2012,TV-PG,47 min
s1188,TV Show,Shake It Up,12-Nov-19,2010,TV-G,3 Seasons
s1189,Movie,Sharks of Lost Island,12-Nov-19,2013,TV-PG,45 min
s1190,Movie,Sharpay's Fabulous Adventure,12-Nov-19,2011,TV-G,92 min
s1191,Movie,Shipwrecked,12-Nov-19,1991,PG,93 min
s1192,TV Show,Silver Surfer,12-Nov-19,1997,TV-Y7,1 Season
s1193,Movie,Simpsons Movie,12-Nov-19,2007,PG-13,88 min
s1194,Movie,Sister Act,12-Nov-19,1992,PG,101 min
s1195,Movie,Sister Act 2: Back in the Habit,12-Nov-19,1993,PG,108 min
s1196,Movie,Skyrunners,12-Nov-19,2009,TV-PG,93 min
s1197,Movie,Sleeping Beauty,12-Nov-19,1959,G,77 min
s1198,Movie,Smart House,12-Nov-19,1999,TV-G,82 min
s1199,Movie,Smash and Grab,12-Nov-19,2019,PG,8 min
s1200,Movie,Snow White and The Seven Dwarfs,12-Nov-19,1937,G,84 min
s1201,Movie,Snowball Express,12-Nov-19,1972,G,94 min
s1202,Movie,Snowglobe,12-Nov-19,2007,TV-PG,90 min
s1203,TV Show,So Weird,12-Nov-19,1999,TV-Y7,3 Seasons
s1204,Movie,Society Dog Show,12-Nov-19,1939,TV-G,9 min
s1205,TV Show,Spider-Man (Shorts),12-Nov-19,2016,TV-Y7,1 Season
s1206,TV Show,Spider-Man and His Amazing Friends,12-Nov-19,1982,TV-Y7,1 Season
s1207,TV Show,Spider-Man Unlimited,12-Nov-19,1999,TV-Y7,1 Season
s1208,TV Show,Spider-Woman,12-Nov-19,1979,TV-Y7,1 Season
s1209,TV Show,Star Wars Forces of Destiny (Shorts),12-Nov-19,2016,TV-Y7,2 Seasons
s1210,TV Show,Star Wars Rebels,12-Nov-19,2014,TV-Y7,4 Seasons
s1211,TV Show,Star Wars Rebels (Shorts),12-Nov-19,2014,TV-Y7,1 Season
s1212,Movie,Star Wars: A New Hope (Episode IV),12-Nov-19,1977,PG,125 min
s1213,Movie,Star Wars: Attack of the Clones (Episode II),12-Nov-19,2002,PG,143 min
s1214,TV Show,Star Wars: Blips,12-Nov-19,2019,TV-Y7-FV,1 Season
s1215,Movie,Star Wars: Return of the Jedi (Episode VI),12-Nov-19,1983,PG,135 min
s1216,Movie,Star Wars: Revenge of the Sith (Episode III),12-Nov-19,2005,PG-13,140 min
s1217,Movie,Star Wars: The Empire Strikes Back (Episode V),12-Nov-19,1980,PG,127 min
s1218,Movie,Star Wars: The Force Awakens (Episode VII),12-Nov-19,2015,PG-13,139 min
s1219,Movie,Star Wars: The Phantom Menace (Episode I),12-Nov-19,1999,PG,136 min
s1220,Movie,Starstruck,12-Nov-19,2010,TV-G,81 min
s1221,Movie,Steamboat Willie,12-Nov-19,1928,TV-Y7,8 min
s1222,Movie,Stepsister from Planet Weird,12-Nov-19,2000,TV-G,86 min
s1223,Movie,Stitch! The Movie,12-Nov-19,2003,G,62 min
s1224,Movie,Stonehenge Decoded: Secrets Revealed,12-Nov-19,2008,TV-PG,44 min
s1225,Movie,Stuck in the Suburbs,12-Nov-19,2004,TV-G,79 min
s1226,Movie,Sultan and the Rock Star,12-Nov-19,1980,TV-PG,47 min
s1227,Movie,Super Buddies,12-Nov-19,2013,G,83 min
s1228,Movie,Swiss Family Robinson,12-Nov-19,1940,PG,94 min
s1229,TV Show,TaleSpin,12-Nov-19,1990,TV-G,1 Season
s1230,Movie,Tall Tale,12-Nov-19,1995,PG,97 min
s1231,Movie,Tangled,12-Nov-19,2010,PG,101 min
s1232,Movie,Tangled Before Ever After,12-Nov-19,2017,TV-Y7,58 min
s1233,Movie,Tarzan & Jane,12-Nov-19,2002,TV-PG,78 min
s1234,Movie,Teacher's Pet,12-Nov-19,2004,PG,75 min
s1235,Movie,Teen Beach 2,12-Nov-19,2015,TV-G,106 min
s1236,Movie,Teen Beach Movie,12-Nov-19,2013,TV-G,97 min
s1237,Movie,Teen Spirit,12-Nov-19,2011,TV-14,82 min
s1238,Movie,That Darn Cat,12-Nov-19,1997,PG,90 min
s1239,Movie,That Darn Cat!,12-Nov-19,1965,G,116 min
s1240,Movie,The Absent-Minded Professor,12-Nov-19,1961,G,96 min
s1241,Movie,The Adventures of André & Wally B.,12-Nov-19,1984,TV-G,2 min
s1242,Movie,The Adventures of Bullwhip Griffin,12-Nov-19,1967,TV-PG,111 min
s1243,Movie,The Adventures of Huck Finn,12-Nov-19,1993,PG,108 min
s1244,Movie,The Adventures of Ichabod and Mr. Toad,12-Nov-19,1949,G,69 min
s1245,TV Show,The Adventures of Spin and Marty,12-Nov-19,1955,TV-G,1 Season
s1246,Movie,The African Lion,12-Nov-19,1955,G,72 min
s1247,Movie,The Apple Dumpling Gang,12-Nov-19,1975,G,100 min
s1248,Movie,The Apple Dumpling Gang Rides Again,12-Nov-19,1979,G,89 min
s1249,Movie,The Aristocats,12-Nov-19,1970,G,81 min
s1250,Movie,The Art of Skiing,12-Nov-19,1941,TV-G,8 min
s1251,TV Show,The Avengers: Earth's Mightiest Heroes,12-Nov-19,2010,TV-Y7,2 Seasons
s1252,TV Show,The Avengers: United They Stand,12-Nov-19,1999,TV-Y7,1 Season
s1253,Movie,The Band Concert,12-Nov-19,1935,TV-Y7,10 min
s1254,Movie,The Bears and I,12-Nov-19,1974,TV-PG,83 min
s1255,Movie,The Big Bad Wolf,12-Nov-19,1934,TV-Y7,9 min
s1256,Movie,The Biscuit Eater,12-Nov-19,1972,G,93 min
s1257,Movie,The Black Cauldron,12-Nov-19,1985,PG,82 min
s1258,Movie,The Black Hole,12-Nov-19,1979,PG,98 min
s1259,Movie,The Blue Umbrella,12-Nov-19,2013,G,7 min
s1260,TV Show,The Book of Once Upon a Time,12-Nov-19,2014,TV-Y,4 Seasons
s1261,TV Show,The Book of Pooh,12-Nov-19,2000,TV-Y,2 Seasons
s1262,Movie,The Brave Little Toaster Goes to Mars,12-Nov-19,1998,TV-G,73 min
s1263,Movie,The Castaway Cowboy,12-Nov-19,1974,G,91 min
s1264,Movie,The Cheetah Girls,12-Nov-19,2003,TV-G,94 min
s1265,Movie,The Cheetah Girls 2,12-Nov-19,2006,TV-G,98 min
s1266,Movie,The Cheetah Girls: One World,12-Nov-19,2008,TV-G,85 min
s1267,Movie,The Christmas Star,12-Nov-19,1986,TV-G,94 min
s1268,Movie,The Chronicles of Narnia: Prince Caspian,12-Nov-19,2008,PG,154 min
s1269,Movie,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",12-Nov-19,2005,PG,147 min
s1270,Movie,The Color of Friendship,12-Nov-19,2000,TV-G,83 min
s1271,Movie,The Computer Wore Tennis Shoes,12-Nov-19,1969,G,90 min
s1272,Movie,The Country Bears,12-Nov-19,2002,G,91 min
s1273,Movie,The Emperor's New Groove,12-Nov-19,2000,G,82 min
s1274,Movie,The Even Stevens Movie,12-Nov-19,2003,TV-G,94 min
s1275,Movie,The Flood,12-Nov-19,2018,TV-PG,93 min
s1276,Movie,The Fox and the Hound,12-Nov-19,1981,G,85 min
s1277,Movie,The Fox and the Hound 2,12-Nov-19,2006,G,73 min
s1278,Movie,The Game Plan,12-Nov-19,2007,PG,112 min
s1279,Movie,The Ghosts of Buxley Hall,12-Nov-19,1980,TV-PG,93 min
s1280,Movie,The Goddess of Spring,12-Nov-19,1934,TV-Y7,10 min
s1281,Movie,The Golden Touch,12-Nov-19,1935,TV-Y7,11 min
s1282,Movie,The Good Dinosaur,12-Nov-19,2015,PG,94 min
s1283,Movie,The Great Muppet Caper,12-Nov-19,1981,G,98 min
s1284,Movie,The Greatest Game Ever Played,12-Nov-19,2005,PG,122 min
s1285,Movie,The Haunted Mansion,12-Nov-19,2003,PG,89 min
s1286,Movie,The Hockey Champ,12-Nov-19,1939,TV-G,9 min
s1287,Movie,The Hunchback of Notre Dame,12-Nov-19,1996,G,96 min
s1288,Movie,The Hunchback of Notre Dame II,12-Nov-19,2002,G,69 min
s1289,TV Show,The Imagineering Story,12-Nov-19,2019,TV-PG,1 Season
s1290,Movie,The Incredible Journey,12-Nov-19,1963,G,80 min
s1291,Movie,The Incredibles,12-Nov-19,2004,PG,116 min
s1292,Movie,The Journey of Natty Gann,12-Nov-19,1985,PG,101 min
s1293,Movie,The Jungle Book 2,12-Nov-19,2003,G,77 min
s1294,Movie,The Jungle Book: Mowgli's Story,12-Nov-19,1998,G,77 min
s1295,Movie,The Legend of Mor'du,12-Nov-19,2012,TV-G,8 min
s1296,Movie,The Lion King 1 1/2,12-Nov-19,2004,G,80 min
s1297,Movie,The Lion King 2: Simba's Pride,12-Nov-19,1998,G,84 min
s1298,Movie,The Little Mermaid,12-Nov-19,1989,G,86 min
s1299,Movie,The Little Mermaid II:  Return to the Sea,12-Nov-19,2000,G,77 min
s1300,Movie,The Little Mermaid:  Ariel's Beginning,12-Nov-19,2008,G,79 min
s1301,Movie,The Little Whirlwind,12-Nov-19,1941,TV-Y7,9 min
s1302,Movie,The Living Desert,12-Nov-19,1953,G,69 min
s1303,Movie,The Lizzie McGuire Movie,12-Nov-19,2003,PG,95 min
s1304,Movie,The Lost Tomb of Alexander the Great,12-Nov-19,2019,TV-PG,44 min
s1305,Movie,The Love Bug (1969),12-Nov-19,1969,G,108 min
s1306,Movie,The Many Adventures of Winnie the Pooh,12-Nov-19,1977,TV-Y,75 min
s1307,Movie,The Million Dollar Duck,12-Nov-19,1971,G,93 min
s1308,Movie,The Mistle-Tones,12-Nov-19,2012,TV-PG,87 min
s1309,Movie,The Muppet Christmas Carol,12-Nov-19,1992,G,87 min
s1310,Movie,The Muppet Movie,12-Nov-19,1979,G,95 min
s1311,Movie,The Muppets,12-Nov-19,2011,PG,108 min
s1312,TV Show,The Muppets (Series),12-Nov-19,2015,TV-PG,1 Season
s1313,TV Show,The New Adventures of Winnie the Pooh,12-Nov-19,1988,TV-Y,4 Seasons
s1314,Movie,The Old Mill,12-Nov-19,1937,TV-Y7,9 min
s1315,Movie,The Olympic Champ,12-Nov-19,1942,TV-G,7 min
s1316,Movie,The Parent Trap,12-Nov-19,1998,PG,129 min
s1317,Movie,The Parent Trap (1961),12-Nov-19,1961,G,129 min
s1318,Movie,The Pied Piper,12-Nov-19,1933,TV-G,8 min
s1319,Movie,The Plausible Impossible (Disneyland: 1954-58),12-Nov-19,1956,TV-PG,52 min
s1320,Movie,The Poof Point,12-Nov-19,2001,TV-G,80 min
s1321,Movie,The Prince and the Pauper,12-Nov-19,1962,G,94 min
s1322,Movie,The Princess and the Frog,12-Nov-19,2009,G,99 min
s1323,Movie,The Princess Diaries,12-Nov-19,2001,G,116 min
s1324,Movie,The Princess Diaries 2: Royal Engagement,12-Nov-19,2004,G,114 min
s1325,Movie,The Proud Family Movie,12-Nov-19,2005,TV-G,95 min
s1326,Movie,The Reluctant Dragon,12-Nov-19,1941,G,74 min
s1327,TV Show,The Replacements,12-Nov-19,2006,TV-G,1 Season
s1328,Movie,The Rescuers,12-Nov-19,1977,G,78 min
s1329,Movie,The Rescuers Down Under,12-Nov-19,1990,G,78 min
s1330,Movie,The Rookie,12-Nov-19,2002,G,129 min
s1331,Movie,The Santa Clause,12-Nov-19,1994,PG,98 min
s1332,Movie,The Santa Clause 2,12-Nov-19,2002,G,106 min
s1333,Movie,The Santa Clause 3: The Escape Clause,12-Nov-19,2006,G,94 min
s1334,Movie,The Scream Team,12-Nov-19,2002,TV-PG,88 min
s1335,Movie,The Secret of the Magic Gourd,12-Nov-19,2009,G,84 min
s1336,Movie,The Shaggy D.A.,12-Nov-19,1976,G,92 min
s1337,Movie,The Shaggy Dog,12-Nov-19,1959,G,102 min
s1338,Movie,The Sign of Zorro,12-Nov-19,1960,G,90 min
s1339,Movie,The Simple Things,12-Nov-19,1953,TV-G,8 min
s1340,Movie,The Sound of Music,12-Nov-19,1965,G,175 min
s1341,Movie,The Story of Robin Hood And His Merrie Men,12-Nov-19,1952,PG,84 min
s1342,Movie,The Strongest Man in the World,12-Nov-19,1975,G,92 min
s1343,Movie,The Suite Life Movie,12-Nov-19,2011,TV-G,81 min
s1344,TV Show,The Suite Life of Zack & Cody,12-Nov-19,2004,TV-G,3 Seasons
s1345,TV Show,The Suite Life On Deck,12-Nov-19,2008,TV-G,3 Seasons
s1346,Movie,The Swap,12-Nov-19,2016,TV-G,91 min
s1347,Movie,The Thirteenth Year,12-Nov-19,1999,TV-G,89 min
s1348,Movie,The Three Caballeros,12-Nov-19,1945,G,72 min
s1349,Movie,The Three Musketeers,12-Nov-19,1993,PG,106 min
s1350,Movie,The Tigger Movie,12-Nov-19,2000,G,81 min
s1351,Movie,The Tortoise and the Hare,12-Nov-19,1935,TV-G,9 min
s1352,Movie,The Ugly Dachshund,12-Nov-19,1966,TV-G,93 min
s1353,Movie,The Ugly Duckling,12-Nov-19,1939,TV-Y7,9 min
s1354,Movie,The Ultimate Christmas Present,12-Nov-19,2000,TV-G,81 min
s1355,Movie,The Vanishing Prairie,12-Nov-19,1954,G,71 min
s1356,Movie,The Wild,12-Nov-19,2006,G,86 min
s1357,Movie,The Wise Little Hen,12-Nov-19,1934,TV-G,8 min
s1358,Movie,The Wizards Return: Alex vs. Alex,12-Nov-19,2013,TV-G,59 min
s1359,TV Show,The World According to Jeff Goldblum,12-Nov-19,2019,TV-PG,2 Seasons
s1360,Movie,The Young Black Stallion,12-Nov-19,2003,G,51 min
s1361,Movie,Three Blind Mouseketeers,12-Nov-19,1936,TV-Y7,9 min
s1362,Movie,Three Days,12-Nov-19,2001,TV-G,93 min
s1363,Movie,Three Little Pigs,12-Nov-19,1933,TV-Y7,9 min
s1364,Movie,Three Little Wolves,12-Nov-19,1936,TV-Y7,9 min
s1365,Movie,Three Men and a Baby,12-Nov-19,1987,PG,103 min
s1366,Movie,Three Men and a Little Lady,12-Nov-19,1990,PG,104 min
s1367,Movie,Thru the Mirror,12-Nov-19,1936,TV-G,10 min
s1368,Movie,Tiger Cruise,12-Nov-19,2004,TV-PG,88 min
s1369,Movie,Tim Burton’s The Nightmare Before Christmas,12-Nov-19,1993,PG,78 min
s1370,TV Show,Timon & Pumbaa,12-Nov-19,1995,TV-Y,3 Seasons
s1371,Movie,Tin Toy,12-Nov-19,1988,TV-G,5 min
s1372,Movie,Tinker Bell,12-Nov-19,2008,G,81 min
s1373,Movie,Tinker Bell and the Great Fairy Rescue,12-Nov-19,2010,G,80 min
s1374,Movie,Tinker Bell and the Lost Treasure,12-Nov-19,2009,G,84 min
s1375,Movie,Titanic: 20 Years Later With James Cameron,12-Nov-19,2017,TV-PG,47 min
s1376,Movie,Toby Tortoise Returns,12-Nov-19,1936,TV-Y7,8 min
s1377,Movie,Tom and Huck,12-Nov-19,1995,PG,92 min
s1378,Movie,Toy Story,12-Nov-19,1995,G,83 min
s1379,Movie,Toy Story 2,12-Nov-19,1999,G,93 min
s1380,Movie,Toy Story 3,12-Nov-19,2010,G,103 min
s1381,Movie,Toy Story Toons: Hawaiian Vacation,12-Nov-19,2011,G,6 min
s1382,Movie,Toy Story Toons: Partysaurus Rex,12-Nov-19,2012,G,9 min
s1383,Movie,Toy Story Toons: Small Fry,12-Nov-19,2011,G,10 min
s1384,Movie,Trail of the Panda,12-Nov-19,2009,G,89 min
s1385,Movie,Trailer Horn,12-Nov-19,1950,TV-G,7 min
s1386,Movie,Treasure Island,12-Nov-19,1950,PG,96 min
s1387,Movie,Treasure of Matecumbe,12-Nov-19,1976,G,116 min
s1388,Movie,Treasure Planet,12-Nov-19,2002,PG,98 min
s1389,Movie,Tree Climbing Lions,12-Nov-19,2018,TV-PG,45 min
s1390,Movie,Tron,12-Nov-19,1982,PG,96 min
s1391,Movie,Tru Confessions,12-Nov-19,2002,TV-G,83 min
s1392,Movie,Tuck Everlasting,12-Nov-19,2002,PG,91 min
s1393,Movie,Tugboat Mickey,12-Nov-19,1940,TV-G,8 min
s1394,Movie,Twas the Night,12-Nov-19,2001,TV-G,87 min
s1395,Movie,Twitches,12-Nov-19,2005,TV-PG,87 min
s1396,Movie,Twitches Too,12-Nov-19,2007,TV-PG,84 min
s1397,Movie,Unidentified Flying Oddball,12-Nov-19,1979,G,93 min
s1398,Movie,Up,12-Nov-19,2009,PG,96 min
s1399,Movie,"Up, Up and Away",12-Nov-19,2000,TV-G,78 min
s1400,Movie,Valiant,12-Nov-19,2005,G,76 min
s1401,Movie,Waking Sleeping Beauty,12-Nov-19,2010,PG,87 min
s1402,Movie,WALL-E,12-Nov-19,2008,G,99 min
s1403,Movie,Wendy Wu: Homecoming Warrior,12-Nov-19,2006,TV-PG,91 min
s1404,Movie,Whispers: An Elephant's Tale,12-Nov-19,2000,G,73 min
s1405,Movie,White Fang,12-Nov-19,1991,PG,109 min
s1406,Movie,Who Framed Roger Rabbit,12-Nov-19,1988,PG,104 min
s1407,TV Show,Wild Yellowstone,12-Nov-19,2015,TV-PG,1 Season
s1408,Movie,Winged Seduction: Birds of Paradise,12-Nov-19,2012,TV-PG,45 min
s1409,Movie,Winnie the Pooh,12-Nov-19,2011,G,68 min
s1410,Movie,Winnie the Pooh: A Very Merry Pooh Year,12-Nov-19,2002,G,67 min
s1411,Movie,Winnie the Pooh: Springtime with Roo,12-Nov-19,2004,G,70 min
s1412,Movie,Winter Storage,12-Nov-19,1949,TV-G,7 min
s1413,TV Show,Wizards of Waverly Place,12-Nov-19,2007,TV-G,4 Seasons
s1414,Movie,Wizards of Waverly Place: The Movie,12-Nov-19,2009,TV-G,94 min
s1415,TV Show,Wolverine and The X-Men,12-Nov-19,2008,TV-Y7,1 Season
s1416,Movie,World's Greatest Dogs,12-Nov-19,2015,TV-PG,44 min
s1417,Movie,Wreck-It Ralph,12-Nov-19,2012,PG,103 min
s1418,TV Show,X-Men: Evolution,12-Nov-19,2000,TV-Y7,4 Seasons
s1419,Movie,Ye Olden Days,12-Nov-19,1933,TV-Y7,9 min
s1420,Movie,Yellowstone Cubs,12-Nov-19,1963,TV-PG,48 min
s1421,Movie,You Lucky Dog,12-Nov-19,1998,TV-G,88 min
s1422,Movie,You Wish!,12-Nov-19,2003,TV-G,88 min
s1423,Movie,Your Friend the Rat,12-Nov-19,2007,TV-G,13 min
s1424,Movie,Z-O-M-B-I-E-S,12-Nov-19,2018,TV-G,97 min
s1425,Movie,Zapped,12-Nov-19,2014,TV-G,95 min
s1426,Movie,Zenon: Girl of the 21st Century,12-Nov-19,1999,TV-G,97 min
s1427,Movie,Zenon: The Zequel,12-Nov-19,2001,TV-G,89 min
s1428,Movie,Zenon: Z3,12-Nov-19,2004,TV-G,81 min
s1429,Movie,Zootopia,12-Nov-19,2016,PG,109 min
s1430,Movie,Bedknobs and Broomsticks,1-Oct-19,1971,G,118 min
s1431,Movie,Blackbeard's Ghost,1-Oct-19,1968,G,107 min
s1432,Movie,Brave Little Tailor,1-Oct-19,1938,TV-PG,9 min
s1433,Movie,Justin Morgan had a Horse,1-Oct-19,1972,TV-G,88 min
s1434,Movie,Lady and the Tramp II: Scamp's Adventure,1-Oct-19,2001,G,73 min
s1435,TV Show,Smart Guy,1-Oct-19,1996,TV-G,3 Seasons
s1436,Movie,The Cat from Outer Space,1-Oct-19,1978,G,104 min
s1437,Movie,The Great Mouse Detective,1-Oct-19,1986,G,75 min
s1438,Movie,The Sword in the Stone,1-Oct-19,1963,G,80 min
s1439,Movie,Those Calloways,1-Oct-19,1965,PG,132 min
s1440,TV Show,Disney Kirby Buckets,,2014,TV-Y7,3 Seasons
s1441,TV Show,Disney Mech-X4,,2016,TV-Y7,2 Seasons
s1442,TV Show,Imagination Movers,,2008,TV-Y,3 Seasons
s1443,Movie,Tomorrowland,3-Sep-21,2015,PG,131 min
s1444,Movie,Aquamarine,13-Aug-21,2006,PG,104 min
s1445,Movie,Ice Age: Dawn Of The Dinosaurs,4-Jun-21,2009,PG,97 min
s1446,Movie,X-Men Origins: Wolverine,4-Jun-21,2009,PG-13,108 min
s1447,Movie,Night at the Museum: Battle of the Smithsonian,2-Apr-21,2009,PG,106 min
s1448,Movie,Eddie the Eagle,18-Dec-20,2016,PG-13,107 min
s1449,Movie,Bend It Like Beckham,18-Sep-20,2003,PG-13,112 min
s1450,Movie,Captain Sparky vs. The Flying Saucers,1-Apr-20,2012,TV-G,2 min